,X,Y,time
136,-122.29578000000001,47.6187191,1530758684.0
137,-122.2957827,47.618733500000005,1530758687.0
138,-122.2957841,47.6187561,1530758692.0
139,-122.29578810000001,47.6187634,1530758694.0
140,-122.29580690000002,47.6187634,1530758697.0
141,-122.2958243,47.6187634,1530758699.0
142,-122.2958364,47.6187634,1530758701.0
143,-122.2958632,47.6187634,1530758705.0
144,-122.29588059999999,47.618764299999995,1530758708.0
145,-122.2959115,47.6187652,1530758712.0
146,-122.29593829999999,47.618764299999995,1530758716.0
147,-122.2959691,47.618764299999995,1530758721.0
148,-122.29598519999999,47.6187634,1530758723.0
149,-122.2959973,47.6187634,1530758725.0
150,-122.2959946,47.618748,1530758729.0
151,-122.2959973,47.6187381,1530758731.0
152,-122.2959973,47.6187245,1530758734.0
153,-122.295996,47.618709100000004,1530758737.0
154,-122.2959973,47.6186992,1530758740.0
155,-122.2959973,47.6186902,1530758742.0
156,-122.2959973,47.618681099999996,1530758744.0
157,-122.2959799,47.6186793,1530758746.0
158,-122.29596240000001,47.618677500000004,1530758749.0
159,-122.2959477,47.618675700000004,1530758751.0
160,-122.29593159999999,47.618674799999994,1530758754.0
161,-122.2959182,47.6186739,1530758756.0
162,-122.2959007,47.618673,1530758758.0
163,-122.29587790000001,47.618673,1530758762.0
164,-122.29586189999999,47.618673,1530758764.0
165,-122.29584440000001,47.618672100000005,1530758767.0
166,-122.2958203,47.618672100000005,1530758770.0
167,-122.2958015,47.61867120000001,1530758773.0
168,-122.29579209999999,47.61867120000001,1530758775.0
169,-122.29579209999999,47.6186847,1530758778.0
170,-122.29579209999999,47.6187028,1530758782.0
171,-122.2957935,47.6187128,1530758784.0
172,-122.29579479999998,47.618721799999996,1530758786.0
173,-122.29579609999999,47.618731700000005,1530758788.0
174,-122.2957975,47.6187471,1530758791.0
175,-122.29579879999999,47.618753399999996,1530758793.0
176,-122.29581090000002,47.6187525,1530758795.0
177,-122.2958364,47.6187516,1530758798.0
178,-122.2958511,47.6187516,1530758801.0
179,-122.2958699,47.618749799999996,1530758804.0
180,-122.29588729999999,47.6187489,1530758806.0
181,-122.2959101,47.6187489,1530758810.0
182,-122.29592759999998,47.618753399999996,1530758812.0
183,-122.29594499999999,47.618753399999996,1530758815.0
184,-122.2959611,47.618753399999996,1530758817.0
185,-122.29598119999999,47.618753399999996,1530758820.0
186,-122.29598119999999,47.6187417,1530758823.0
187,-122.29598119999999,47.6187281,1530758826.0
188,-122.2959799,47.6187191,1530758828.0
189,-122.2959799,47.6187028,1530758832.0
190,-122.2959799,47.618694700000006,1530758833.0
191,-122.29597050000001,47.6186865,1530758836.0
192,-122.29594499999999,47.618685600000006,1530758840.0
193,-122.29592759999998,47.6186847,1530758842.0
194,-122.2959142,47.6186847,1530758844.0
195,-122.29589140000002,47.6186802,1530758848.0
196,-122.2958672,47.6186793,1530758851.0
197,-122.2958511,47.6186793,1530758854.0
198,-122.29583229999999,47.6186793,1530758857.0
199,-122.29581090000002,47.6186793,1530758860.0
200,-122.2958054,47.618691399999996,1530758863.0
201,-122.2958054,47.61870220000001,1530758865.0
202,-122.2958081,47.6187212,1530758869.0
203,-122.2958108,47.6187393,1530758873.0
204,-122.29583090000001,47.6187384,1530758876.0
205,-122.2958537,47.618736600000005,1530758880.0
206,-122.29587649999999,47.618736600000005,1530758883.0
207,-122.29590870000001,47.6187348,1530758888.0
208,-122.29592350000001,47.6187402,1530758891.0
209,-122.2959409,47.618742,1530758893.0
210,-122.29596240000001,47.6187429,1530758896.0
211,-122.2959616,47.618725399999995,1530758900.0
212,-122.2959598,47.6187134,1530758903.0
213,-122.2959598,47.618699,1530758906.0
214,-122.295942,47.618699,1530758909.0
215,-122.2959082,47.6186966,1530758914.0
216,-122.2958922,47.61869420000001,1530758916.0
217,-122.295878,47.618693,1530758919.0
218,-122.29584779999999,47.61869179999999,1530758923.0
219,-122.2958318,47.61869179999999,1530758925.0
220,-122.29583000000001,47.618706200000005,1530758929.0
221,-122.29583000000001,47.6187242,1530758933.0
222,-122.29587439999999,47.6187278,1530758939.0
223,-122.2959243,47.618719399999996,1530758947.0
224,-122.2959403,47.618728999999995,1530758950.0
225,-122.2959403,47.618712200000004,1530758954.0
226,-122.2959225,47.6187086,1530758957.0
227,-122.29589399999999,47.618705,1530758961.0
228,-122.29587439999999,47.6187026,1530758964.0
229,-122.29586200000001,47.61870379999999,1530758966.0
230,-122.295846,47.6187158,1530758970.0
231,-122.2958673,47.6187158,1530758973.0
232,-122.2958869,47.6187158,1530758976.0
233,-122.29599540000001,47.61877929999999,1530758997.0
234,-122.2960043,47.618651,1530759026.0
235,-122.2959741,47.61864979999999,1530759030.0
236,-122.2959723,47.61878170000001,1530759060.0
237,-122.2959527,47.6187805,1530759063.0
238,-122.295942,47.618643799999994,1530759093.0
239,-122.29591359999999,47.6186426,1530759097.0
240,-122.2959225,47.6187889,1530759130.0
241,-122.2958887,47.6187865,1530759135.0
242,-122.2958851,47.6186426,1530759167.0
243,-122.29586200000001,47.6186402,1530759170.0
244,-122.2958584,47.6187889,1530759203.0
245,-122.29584240000001,47.6187889,1530759206.0
246,-122.2958353,47.618639,1530759239.0
247,-122.29581040000001,47.618639,1530759243.0
248,-122.29582109999998,47.6187901,1530759277.0
249,-122.2958015,47.6187901,1530759280.0
250,-122.2957837,47.6186426,1530759312.0
251,-122.29576589999999,47.6186426,1530759315.0
252,-122.2957588,47.61877570000001,1530759345.0
253,-122.29603449999999,47.618773299999994,1530759386.0
254,-122.296031,47.6187553,1530759390.0
255,-122.2957375,47.6187565,1530759434.0
256,-122.2957375,47.618745700000005,1530759436.0
257,-122.29603629999998,47.618741,1530759481.0
258,-122.29603629999998,47.618722999999996,1530759485.0
259,-122.29573390000002,47.6187278,1530759530.0
260,-122.29573390000002,47.6187134,1530759534.0
261,-122.2960292,47.6187074,1530759578.0
262,-122.2960274,47.6186906,1530759582.0
263,-122.29573390000002,47.61869420000001,1530759626.0
264,-122.2957321,47.618679799999995,1530759629.0
265,-122.29602390000001,47.618677399999996,1530759673.0
266,-122.29602390000001,47.6186558,1530759677.0
267,-122.29573390000002,47.618663,1530759721.0
268,-122.29573570000001,47.6186474,1530759724.0
269,-122.29573570000001,47.6186306,1530759728.0
270,-122.2954173,47.6186067,1530759776.0
271,-122.2912544,47.6185381,1530760400.0
272,-122.2911426,47.6227831,1530761344.0
273,-122.2910246,47.624925399999995,1530761820.0
274,-122.2934493,47.6249471,1530762183.0
275,-122.2955199,47.6248531,1530762494.0
276,-122.29616229999999,47.6248667,1530762591.0
277,-122.29624009999998,47.6249001,1530762604.0
278,-122.29630449999999,47.6249191,1530762615.0
279,-122.29641979999998,47.624914600000004,1530762632.0
280,-122.29648689999999,47.6249091,1530762642.0
281,-122.29650900000001,47.6249091,1530762646.0
282,-122.29654109999998,47.6248983,1530762651.0
283,-122.2965505,47.62487479999999,1530762656.0
284,-122.2965505,47.62485039999999,1530762662.0
285,-122.2965505,47.6248368,1530762665.0
286,-122.29654380000001,47.6248188,1530762669.0
287,-122.2965425,47.624798,1530762674.0
288,-122.29654380000001,47.6247889,1530762676.0
289,-122.29654109999998,47.624770899999994,1530762680.0
290,-122.2965344,47.6247609,1530762682.0
291,-122.2965237,47.6247546,1530762684.0
292,-122.2965023,47.6247519,1530762688.0
293,-122.2964821,47.624749200000004,1530762691.0
294,-122.29646070000001,47.6247437,1530762694.0
295,-122.2964392,47.624740100000004,1530762697.0
296,-122.29640970000001,47.6247365,1530762702.0
297,-122.29638829999999,47.6247365,1530762705.0
298,-122.29636409999998,47.6247347,1530762709.0
299,-122.2963386,47.6247302,1530762713.0
300,-122.29632120000001,47.6247302,1530762715.0
301,-122.29628899999999,47.624728399999995,1530762720.0
302,-122.29625949999999,47.62472929999999,1530762725.0
303,-122.2962273,47.624732,1530762729.0
304,-122.29619109999999,47.6247356,1530762735.0
305,-122.2961777,47.62474279999999,1530762737.0
306,-122.296171,47.62474829999999,1530762739.0
307,-122.29616429999999,47.6247537,1530762741.0
308,-122.29615759999999,47.624768100000004,1530762744.0
309,-122.2961562,47.624788,1530762748.0
310,-122.2961562,47.624796200000006,1530762750.0
311,-122.2961562,47.6248133,1530762754.0
312,-122.29615890000001,47.624833200000005,1530762758.0
313,-122.29616029999998,47.6248432,1530762761.0
314,-122.296167,47.624860299999995,1530762765.0
315,-122.2961925,47.624872100000005,1530762769.0
316,-122.2962246,47.6248685,1530762774.0
317,-122.2962394,47.624879299999996,1530762777.0
318,-122.2962501,47.624894700000006,1530762781.0
319,-122.29627020000001,47.6249028,1530762785.0
320,-122.2964191,47.624885600000006,1530762807.0
321,-122.2964406,47.624882899999996,1530762811.0
322,-122.29646470000002,47.6248847,1530762814.0
323,-122.2964379,47.6248621,1530762821.0
324,-122.2964191,47.6248685,1530762824.0
325,-122.29645929999998,47.6248567,1530762830.0
326,-122.29642720000001,47.6248377,1530762837.0
327,-122.296407,47.624849499999996,1530762841.0
328,-122.29636809999998,47.624849499999996,1530762847.0
329,-122.29635470000001,47.6248386,1530762850.0
330,-122.29637079999999,47.624832299999994,1530762853.0
331,-122.29640570000001,47.624832299999994,1530762858.0
332,-122.29641509999999,47.6248251,1530762860.0
333,-122.29642849999999,47.624832299999994,1530762862.0
334,-122.2964432,47.6248368,1530762865.0
335,-122.29645259999998,47.624829600000005,1530762867.0
336,-122.296462,47.624815999999996,1530762870.0
337,-122.2964768,47.6248106,1530762873.0
338,-122.29648619999999,47.6248224,1530762876.0
339,-122.2964982,47.6248106,1530762879.0
340,-122.2964929,47.624795299999995,1530762882.0
341,-122.2964902,47.6247591,1530762891.0
342,-122.29646740000001,47.6247564,1530762894.0
343,-122.2964084,47.6247455,1530762903.0
344,-122.29639089999999,47.6247446,1530762906.0
345,-122.29636550000001,47.6247419,1530762910.0
346,-122.29631850000001,47.6247374,1530762917.0
347,-122.29627830000001,47.6247347,1530762923.0
348,-122.29628629999999,47.62474279999999,1530762925.0
349,-122.29627690000001,47.6247546,1530762928.0
350,-122.2962582,47.62474279999999,1530762932.0
351,-122.2962273,47.624741,1530762936.0
352,-122.2962246,47.624749200000004,1530762938.0
353,-122.2961858,47.624749200000004,1530762944.0
354,-122.29627830000001,47.6247763,1530762959.0
355,-122.29628899999999,47.6248034,1530762965.0
356,-122.29627690000001,47.6248079,1530762968.0
357,-122.2962354,47.6248061,1530762974.0
358,-122.2962166,47.6248079,1530762977.0
359,-122.2961804,47.6248468,1530762987.0
360,-122.296175,47.6248278,1530762991.0
361,-122.2961737,47.6248197,1530762993.0
362,-122.2961723,47.6248079,1530762996.0
363,-122.2961737,47.6247835,1530763001.0
364,-122.29619650000001,47.6247672,1530763006.0
365,-122.2961817,47.6247564,1530763009.0
366,-122.29632930000001,47.624835,1530763037.0
367,-122.2963199,47.6248658,1530763044.0
368,-122.29636140000001,47.624869399999994,1530763051.0
369,-122.2965318,47.6248305,1530763078.0
370,-122.2965318,47.6248124,1530763082.0
371,-122.29652639999999,47.6247907,1530763087.0
372,-122.29652639999999,47.6247745,1530763090.0
373,-122.29653710000001,47.6248802,1530763114.0
374,-122.2965398,47.624860299999995,1530763118.0
375,-122.2964996,47.6248676,1530763124.0
376,-122.29651570000001,47.624885600000006,1530763129.0
377,-122.29650490000002,47.6248983,1530763132.0
378,-122.2964929,47.6248983,1530763134.0
379,-122.2964701,47.6249046,1530763138.0
380,-122.2964419,47.6249064,1530763142.0
381,-122.296407,47.624911,1530763147.0
382,-122.29638290000001,47.62491370000001,1530763151.0
383,-122.29634270000001,47.6249128,1530763157.0
384,-122.29632790000001,47.624914600000004,1530763159.0
385,-122.2962904,47.6249128,1530763165.0
386,-122.2962501,47.6248676,1530763177.0
387,-122.29629170000001,47.624894700000006,1530763185.0
388,-122.29630379999999,47.6248377,1530763198.0
389,-122.29628899999999,47.6248287,1530763201.0
390,-122.29623400000001,47.6248377,1530763210.0
391,-122.29624609999999,47.62485039999999,1530763213.0
392,-122.2963574,47.6248215,1530763231.0
393,-122.29633600000001,47.624882,1530763245.0
394,-122.2963561,47.624888399999996,1530763248.0
395,-122.2964044,47.624891999999996,1530763255.0
396,-122.2964258,47.624891999999996,1530763258.0
397,-122.29650759999998,47.624854,1530763273.0
398,-122.2965277,47.62485039999999,1530763276.0
399,-122.29651969999999,47.6248784,1530763283.0
400,-122.2965304,47.624888399999996,1530763646.0
